Год,Месяц,Пост,Вещество,Количество,Qsr,Sigma,Qmax
2008,11,3,Оксид углерода,72,1.7,0.7,4
2008,12,3,Оксид углерода,79,1.6,0.5,2
2008,1,15,Оксид углерода,63,1.1,0.3,2
2008,2,15,Оксид углерода,72,1.1,0.3,2
2008,3,15,Оксид углерода,75,1.1,0.3,2
2008,4,15,Оксид углерода,77,1.2,0.4,2
2008,5,15,Оксид углерода,74,1.2,0.4,2
2008,6,15,Оксид углерода,72,1.2,0.4,2
2008,7,15,Оксид углерода,81,1.1,0.3,2
2008,8,15,Оксид углерода,78,1.2,0.4,2
2008,9,15,Оксид углерода,78,1.1,0.3,2
2008,10,15,Оксид углерода,81,1.2,0.4,2
2008,11,15,Оксид углерода,72,1.5,0.5,2
2008,12,15,Оксид углерода,79,1.3,0.5,2
2008,1,17,Оксид углерода,63,1.3,0.5,2
2008,2,17,Оксид углерода,72,1.2,0.4,2
2008,3,17,Оксид углерода,60,1.2,0.4,2
2008,4,17,Оксид углерода,78,1.5,0.6,2
2008,5,17,Оксид углерода,75,1.4,0.6,3
2008,6,17,Оксид углерода,72,1.7,0.8,4
2008,7,17,Оксид углерода,78,2.1,0.9,5
2008,8,17,Оксид углерода,78,2.5,1.2,6
2008,9,17,Оксид углерода,78,1.7,0.8,4
2008,10,17,Оксид углерода,78,1.9,0.6,3
2008,11,17,Оксид углерода,72,1.7,0.5,3
2008,12,17,Оксид углерода,79,1.4,0.5,3
2008,1,18,Оксид углерода,63,1.1,0.4,2
2008,2,18,Оксид углерода,72,1.1,0.3,3
2008,3,18,Оксид углерода,75,1.2,0.4,2
2008,4,18,Оксид углерода,78,0.8,0.4,1
2008,5,18,Оксид углерода,75,0.9,0.5,2
2008,6,18,Оксид углерода,72,0.9,0.3,2
2008,7,18,Оксид углерода,81,1.3,0.5,3
2008,8,18,Оксид углерода,78,1.8,0.7,4
2008,9,18,Оксид углерода,78,1.3,0.5,2
2008,10,18,Оксид углерода,81,1,0.2,2
2008,11,18,Оксид углерода,72,1.2,0.4,2
2008,12,18,Оксид углерода,79,1.1,0.3,2
2008,1,36,Оксид углерода,19,-1,-1,1
2008,2,36,Оксид углерода,-1,-1,-1,-1
2008,3,36,Оксид углерода,51,0.9,0.3,1
2008,4,36,Оксид углерода,78,0.8,0.4,1
2008,5,36,Оксид углерода,75,0.9,0.3,1
2008,6,36,Оксид углерода,72,1.4,0.7,4
2008,7,36,Оксид углерода,62,2.2,1.3,7
2008,8,36,Оксид углерода,78,1,0.5,2
2008,9,36,Оксид углерода,78,1.1,0.6,4
2008,10,36,Оксид углерода,81,1,0.2,2
2008,11,36,Оксид углерода,72,1,0.3,2
2008,12,36,Оксид углерода,79,1.1,0.3,2
2008,1,-1,Оксид углерода,271,1.2,-1,4
2008,2,-1,Оксид углерода,288,1.1,-1,6
2008,3,-1,Оксид углерода,318,1.1,-1,3
2008,4,-1,Оксид углерода,389,1.2,-1,5
2008,5,-1,Оксид углерода,374,1.1,-1,3
2008,6,-1,Оксид углерода,360,1.3,-1,4
2008,7,-1,Оксид углерода,383,1.5,-1,7
2008,8,-1,Оксид углерода,390,1.6,-1,6
2008,9,-1,Оксид углерода,389,1.4,-1,4
2008,10,-1,Оксид углерода,402,1.3,-1,5
2008,11,-1,Оксид углерода,360,1.4,-1,4
2008,12,-1,Оксид углерода,395,1.3,-1,3
2008,1,3,Диоксид азота,62,0.047,0.057,0.3
2008,2,3,Диоксид азота,72,0.039,0.029,0.16
2008,3,3,Диоксид азота,75,0.04,0.050,0.34
2008,4,3,Диоксид азота,78,0.051,0.041,0.2
2008,5,3,Диоксид азота,75,0.074,0.074,0.56
2008,6,3,Диоксид азота,72,0.041,0.030,0.13
2008,7,3,Диоксид азота,80,0.059,0.033,0.18
2008,8,3,Диоксид азота,78,0.042,0.034,0.2
2008,9,3,Диоксид азота,78,0.038,0.026,0.11
2008,10,3,Диоксид азота,81,0.038,0.028,0.12
2008,11,3,Диоксид азота,72,0.037,0.026,0.12
2008,12,3,Диоксид азота,79,0.034,0.024,0.13
2008,1,15,Диоксид азота,62,0.231,0.225,0.66
2008,2,15,Диоксид азота,72,0.041,0.066,0.32
2008,3,15,Диоксид азота,75,0.005,0.159,1.01
2008,4,15,Диоксид азота,78,0.12,0.186,0.64
2008,5,15,Диоксид азота,73,0.227,0.201,0.82
2008,6,15,Диоксид азота,72,0.064,0.066,0.25
2008,7,15,Диоксид азота,81,0.061,0.058,0.32
2008,8,15,Диоксид азота,78,0.034,0.029,0.13
2008,9,15,Диоксид азота,78,0.144,0.171,0.65
2008,10,15,Диоксид азота,81,0.045,0.064,0.38
2008,11,15,Диоксид азота,72,0.041,0.037,0.22
2008,12,15,Диоксид азота,79,0.048,0.047,0.24
2008,1,17,Диоксид азота,63,0.046,0.031,0.11
2008,2,17,Диоксид азота,72,0.047,0.042,0.2
2008,3,17,Диоксид азота,60,0.064,0.064,0.31
2008,4,17,Диоксид азота,77,0.057,0.049,0.19
2008,5,17,Диоксид азота,75,0.096,0.072,0.31
2008,6,17,Диоксид азота,71,0.098,0.055,0.26
2008,7,17,Диоксид азота,81,0.054,0.042,0.18
2008,8,17,Диоксид азота,78,0.051,0.038,0.15
2008,9,17,Диоксид азота,78,0.021,0.022,0.11
2008,10,17,Диоксид азота,78,0.021,0.019,0.08
2008,11,17,Диоксид азота,72,0.04,0.028,0.14
2008,12,17,Диоксид азота,79,0.019,0.020,0.1
2008,1,18,Диоксид азота,62,0.045,0.037,0.2
2008,2,18,Диоксид азота,72,0.067,0.057,0.27
2008,3,18,Диоксид азота,75,0.077,0.080,0.33
2008,4,18,Диоксид азота,78,0.085,0.100,0.41
2008,5,18,Диоксид азота,75,0.117,0.137,0.57
2008,6,18,Диоксид азота,72,0.076,0.070,0.45
2008,7,18,Диоксид азота,81,0.076,0.080,0.43
2008,8,18,Диоксид азота,78,0.062,0.040,0.2
2008,9,18,Диоксид азота,78,0.059,0.039,0.18
2008,10,18,Диоксид азота,81,0.067,0.055,0.3
2008,11,18,Диоксид азота,72,0.076,0.056,0.3
2008,12,18,Диоксид азота,79,0.037,0.042,0.21
2008,1,36,Диоксид азота,19,-1,-1,0.47
2008,2,36,Диоксид азота,-1,-1,-1,-1
2008,3,36,Диоксид азота,51,0.026,0.025,0.12
2008,4,36,Диоксид азота,78,0.023,0.023,0.13
2008,5,36,Диоксид азота,75,0.019,0.018,0.08
2008,6,36,Диоксид азота,72,0.018,0.011,0.05
2008,7,36,Диоксид азота,81,0.026,0.021,0.12
2008,8,36,Диоксид азота,78,0.02,0.015,0.06
2008,9,36,Диоксид азота,78,0.019,0.024,0.13
2008,10,36,Диоксид азота,81,0.032,0.032,0.2
2008,11,36,Диоксид азота,72,0.031,0.025,0.13
2008,12,36,Диоксид азота,79,0.019,0.027,0.16
2008,1,-1,Диоксид азота,268,0.099,-1,0.66
2008,2,-1,Диоксид азота,288,0.049,-1,0.32
2008,3,-1,Диоксид азота,336,0.054,-1,1.01
2008,4,-1,Диоксид азота,389,0.067,-1,0.64
2008,5,-1,Диоксид азота,373,0.106,-1,0.82
2008,6,-1,Диоксид азота,359,0.059,-1,0.45
2008,7,-1,Диоксид азота,404,0.055,-1,0.43
2008,8,-1,Диоксид азота,390,0.042,-1,0.2
2008,9,-1,Диоксид азота,390,0.056,-1,0.65
2008,10,-1,Диоксид азота,402,0.041,-1,0.38
2008,11,-1,Диоксид азота,360,0.045,-1,0.3
2008,12,-1,Диоксид азота,395,0.031,-1,0.24
2008,1,17,Оксид азота,63,0.016,0.018,0.07
2008,2,17,Оксид азота,72,0.022,0.025,0.16
2008,3,17,Оксид азота,60,0.028,0.034,0.19
2008,4,17,Оксид азота,77,0.02,0.023,0.11
2008,5,17,Оксид азота,75,0.022,0.022,0.11
2008,6,17,Оксид азота,71,0.023,0.021,0.1
2008,7,17,Оксид азота,81,0.021,0.016,0.07
2008,8,17,Оксид азота,78,0.014,0.010,0.05
2008,9,17,Оксид азота,78,0.011,0.015,0.09
2008,10,17,Оксид азота,78,0.011,0.012,0.07
2008,11,17,Оксид азота,72,0.016,0.011,0.04
2008,12,17,Оксид азота,79,0.007,0.006,0.02
2008,1,3,Аммиак,63,0.006,0.007,0.03
2008,2,3,Аммиак,72,0.005,0.006,0.02
2008,3,3,Аммиак,75,0.007,0.007,0.02
2008,4,3,Аммиак,78,0.007,0.008,0.03
2008,5,3,Аммиак,75,0.01,0.010,0.04
2008,6,3,Аммиак,72,0.019,0.015,0.06
2008,7,3,Аммиак,80,0.021,0.009,0.04
2008,8,3,Аммиак,78,0.014,0.008,0.03
2008,9,3,Аммиак,78,0.012,0.011,0.05
2008,10,3,Аммиак,81,0.016,0.009,0.04
2008,11,3,Аммиак,72,0.014,0.008,0.04
2008,12,3,Аммиак,79,0.012,0.009,0.03
2008,1,15,Аммиак,63,0.007,0.008,0.05
2008,2,15,Аммиак,72,0.005,0.006,0.02
2008,3,15,Аммиак,75,0.006,0.007,0.03
2008,4,15,Аммиак,78,0.008,0.010,0.04
2008,5,15,Аммиак,74,0.01,0.009,0.03
2008,6,15,Аммиак,72,0.018,0.014,0.05
2008,7,15,Аммиак,81,0.02,0.009,0.04
2008,8,15,Аммиак,78,0.015,0.009,0.03
2008,9,15,Аммиак,78,0.012,0.011,0.04
2008,10,15,Аммиак,81,0.017,0.008,0.04
2008,11,15,Аммиак,72,0.013,0.008,0.03
2008,12,15,Аммиак,79,0.013,0.008,0.03
2008,1,-1,Аммиак,126,0.006,-1,0.05
2008,2,-1,Аммиак,144,0.005,-1,0.02
2008,3,-1,Аммиак,150,0.007,-1,0.03
2008,4,-1,Аммиак,156,0.008,-1,0.04
2008,5,-1,Аммиак,149,0.01,-1,0.04
2008,6,-1,Аммиак,144,0.019,-1,0.06
2008,7,-1,Аммиак,161,0.02,-1,0.04
2008,8,-1,Аммиак,156,0.014,-1,0.03
2008,9,-1,Аммиак,156,0.012,-1,0.05
2008,10,-1,Аммиак,162,0.017,-1,0.04
2008,11,-1,Аммиак,144,0.013,-1,0.04
2008,12,-1,Аммиак,158,0.013,-1,0.03
2008,1,3,Формальдегид,63,0.005,0.002,0.01
2008,2,3,Формальдегид,72,0.006,0.003,0.013
2008,3,3,Формальдегид,75,0.006,0.003,0.013
2008,4,3,Формальдегид,78,0.004,0.003,0.012
2008,5,3,Формальдегид,75,0.008,0.005,0.018
2008,6,3,Формальдегид,72,0.008,0.003,0.017
2008,7,3,Формальдегид,80,0.008,0.003,0.02
2008,8,3,Формальдегид,78,0.007,0.003,0.014
2008,9,3,Формальдегид,78,0.007,0.002,0.014
2008,10,3,Формальдегид,81,0.008,0.003,0.019
2008,11,3,Формальдегид,72,0.006,0.003,0.014
2008,12,3,Формальдегид,79,0.006,0.003,0.012
2008,1,17,Формальдегид,63,0.008,0.003,0.021
2008,2,17,Формальдегид,72,0.008,0.003,0.014
2008,3,17,Формальдегид,60,0.009,0.003,0.017
2008,4,17,Формальдегид,77,0.007,0.003,0.014
2008,5,17,Формальдегид,75,0.009,0.006,0.035
2008,6,17,Формальдегид,71,0.008,0.003,0.018
2008,7,17,Формальдегид,81,0.007,0.003,0.017
2008,8,17,Формальдегид,78,0.008,0.004,0.02
2008,9,17,Формальдегид,78,0.01,0.004,0.022
2008,10,17,Формальдегид,78,0.01,0.003,0.018
2008,11,17,Формальдегид,72,0.008,0.003,0.016
2008,12,17,Формальдегид,79,0.008,0.003,0.017
2008,1,18,Формальдегид,63,0.01,0.004,0.022
2008,2,18,Формальдегид,72,0.01,0.004,0.023
2008,3,18,Формальдегид,75,0.009,0.003,0.018
2008,4,18,Формальдегид,78,0.009,0.004,0.021
2008,5,18,Формальдегид,75,0.01,0.007,0.04
2008,6,18,Формальдегид,72,0.01,0.004,0.025
2008,7,18,Формальдегид,81,0.007,0.004,0.016
2008,8,18,Формальдегид,78,0.012,0.004,0.022
2008,9,18,Формальдегид,78,0.01,0.004,0.021
2008,10,18,Формальдегид,81,0.01,0.003,0.025
2008,11,18,Формальдегид,72,0.009,0.003,0.016
2008,12,18,Формальдегид,79,0.009,0.003,0.021
2008,1,36,Формальдегид,19,-1,-1,0.011
2008,2,36,Формальдегид,-1,-1,-1,-1
2008,3,36,Формальдегид,51,0.012,0.005,0.027
2008,4,36,Формальдегид,77,0.013,0.006,0.027
2008,5,36,Формальдегид,75,0.016,0.010,0.053
2008,6,36,Формальдегид,72,0.012,0.007,0.034
2008,7,36,Формальдегид,80,0.011,0.007,0.032
2008,8,36,Формальдегид,78,0.013,0.009,0.04
2008,9,36,Формальдегид,78,0.014,0.006,0.036
2008,10,36,Формальдегид,78,0.009,0.004,0.018
2008,11,36,Формальдегид,72,0.009,0.004,0.021
2008,12,36,Формальдегид,79,0.009,0.005,0.021
2008,1,-1,Формальдегид,208,0.008,-1,0.022
2008,2,-1,Формальдегид,216,0.008,-1,0.023
2008,3,-1,Формальдегид,261,0.009,-1,0.027
2008,4,-1,Формальдегид,310,0.008,-1,0.027
2008,5,-1,Формальдегид,300,0.011,-1,0.053
2008,6,-1,Формальдегид,287,0.009,-1,0.034
2008,7,-1,Формальдегид,322,0.008,-1,0.032
2008,8,-1,Формальдегид,312,0.01,-1,0.04
2008,9,-1,Формальдегид,312,0.01,-1,0.036
2008,10,-1,Формальдегид,318,0.009,-1,0.025
2008,11,-1,Формальдегид,288,0.008,-1,0.021
2008,12,-1,Формальдегид,316,0.008,-1,0.021
2008,1,3,Бензапирен,-1,2.2,-1,-1
2008,2,3,Бензапирен,-1,1.5,-1,-1
2008,3,3,Бензапирен,-1,1.2,-1,-1
2008,4,3,Бензапирен,-1,1.3,-1,-1
2008,5,3,Бензапирен,-1,1.4,-1,-1
2008,6,3,Бензапирен,-1,0.8,-1,-1
2008,7,3,Бензапирен,-1,0.9,-1,-1
2008,8,3,Бензапирен,-1,1.1,-1,-1
2008,9,3,Бензапирен,-1,1.2,-1,-1
2008,10,3,Бензапирен,-1,1.4,-1,-1
2008,11,3,Бензапирен,-1,2,-1,-1
2008,12,3,Бензапирен,-1,2.3,-1,-1
2008,1,15,Бензапирен,-1,2,-1,-1
2008,2,15,Бензапирен,-1,1.2,-1,-1
2008,3,15,Бензапирен,-1,1.3,-1,-1
2008,4,15,Бензапирен,-1,1.2,-1,-1
2008,5,15,Бензапирен,-1,1,-1,-1
2008,6,15,Бензапирен,-1,0.9,-1,-1
2008,7,15,Бензапирен,-1,0.6,-1,-1
2008,8,15,Бензапирен,-1,1,-1,-1
2008,9,15,Бензапирен,-1,1.1,-1,-1
2008,10,15,Бензапирен,-1,1.3,-1,-1
2008,11,15,Бензапирен,-1,1.5,-1,-1
2008,12,15,Бензапирен,-1,2,-1,-1
2008,1,-1,Бензапирен,-1,2.1,-1,-1
2008,2,-1,Бензапирен,-1,1.35,-1,-1
2008,3,-1,Бензапирен,-1,1.25,-1,-1
2008,4,-1,Бензапирен,-1,1.25,-1,-1
2008,5,-1,Бензапирен,-1,1.2,-1,-1
2008,6,-1,Бензапирен,-1,0.85,-1,-1
2008,7,-1,Бензапирен,-1,0.75,-1,-1
2008,8,-1,Бензапирен,-1,1.05,-1,-1
2008,9,-1,Бензапирен,-1,1.15,-1,-1
2008,10,-1,Бензапирен,-1,1.35,-1,-1
2008,11,-1,Бензапирен,-1,1.75,-1,-1
2008,12,-1,Бензапирен,-1,2.15,-1,-1
2009,1,3,Взвешенные вещества,63,0.043,0.053,0.2
2009,2,3,Взвешенные вещества,69,0.064,0.062,0.3
2009,3,3,Взвешенные вещества,75,0.075,0.052,0.2
2009,4,3,Взвешенные вещества,78,0.186,0.126,0.5
2009,5,3,Взвешенные вещества,72,0.142,0.095,0.4
2009,6,3,Взвешенные вещества,75,0.112,0.054,0.3
2009,7,3,Взвешенные вещества,81,0.078,0.059,0.2
2009,8,3,Взвешенные вещества,78,0.147,0.089,0.4
2009,9,3,Взвешенные вещества,78,0.151,0.082,0.3
2009,10,3,Взвешенные вещества,81,0.054,0.053,0.2
2009,11,3,Взвешенные вещества,72,0.05,0.053,0.2
2009,12,3,Взвешенные вещества,79,0.049,0.053,0.2
2009,1,15,Взвешенные вещества,63,0.056,0.095,0.4
2009,2,15,Взвешенные вещества,67,0.031,0.058,0.3
2009,3,15,Взвешенные вещества,75,0.052,0.055,0.2
2009,4,15,Взвешенные вещества,78,0.089,0.085,0.4
2009,5,15,Взвешенные вещества,71,0.07,0.076,0.4
2009,6,15,Взвешенные вещества,75,0.052,0.053,0.2
2009,7,15,Взвешенные вещества,81,0.026,0.044,0.1
2009,8,15,Взвешенные вещества,77,0.069,0.049,0.2
2009,9,15,Взвешенные вещества,78,0.036,0.048,0.1
2009,10,15,Взвешенные вещества,81,0.028,0.045,0.1
2009,11,15,Взвешенные вещества,72,0.022,0.042,0.1
2009,12,15,Взвешенные вещества,79,0.017,0.041,0.2
2009,1,17,Взвешенные вещества,60,0.045,0.053,0.2
2009,2,17,Взвешенные вещества,69,0.052,0.061,0.2
2009,3,17,Взвешенные вещества,75,0.088,0.046,0.2
2009,4,17,Взвешенные вещества,78,0.159,0.101,0.5
2009,5,17,Взвешенные вещества,69,0.119,0.071,0.4
2009,6,17,Взвешенные вещества,75,0.097,0.047,0.2
2009,7,17,Взвешенные вещества,80,0.08,0.060,0.2
2009,8,17,Взвешенные вещества,78,0.117,0.063,0.3
2009,9,17,Взвешенные вещества,66,0.121,0.057,0.2
2009,10,17,Взвешенные вещества,81,0.063,0.056,0.2
2009,11,17,Взвешенные вещества,72,0.063,0.049,0.1
2009,12,17,Взвешенные вещества,79,0.057,0.050,0.1
2009,1,18,Взвешенные вещества,63,0.04,0.052,0.2
2009,2,18,Взвешенные вещества,69,0.041,0.055,0.2
2009,3,18,Взвешенные вещества,75,0.101,0.051,0.2
2009,4,18,Взвешенные вещества,78,0.181,0.101,0.5
2009,5,18,Взвешенные вещества,70,0.136,0.080,0.5
2009,6,18,Взвешенные вещества,75,0.109,0.057,0.3
2009,7,18,Взвешенные вещества,81,0.074,0.067,0.3
2009,8,18,Взвешенные вещества,78,0.139,0.067,0.3
2009,9,18,Взвешенные вещества,78,0.104,0.069,0.4
2009,10,18,Взвешенные вещества,81,0.073,0.069,0.2
2009,11,18,Взвешенные вещества,72,0.065,0.051,0.2
2009,12,18,Взвешенные вещества,79,0.058,0.050,0.1
2009,1,36,Взвешенные вещества,63,0.049,0.064,0.2
2009,2,36,Взвешенные вещества,69,0.054,0.063,0.3
2009,3,36,Взвешенные вещества,75,0.089,0.051,0.2
2009,4,36,Взвешенные вещества,73,0.147,0.075,0.4
2009,5,36,Взвешенные вещества,72,0.126,0.075,0.5
2009,6,36,Взвешенные вещества,75,0.117,0.058,0.3
2009,7,36,Взвешенные вещества,80,0.114,0.063,0.2
2009,8,36,Взвешенные вещества,78,0.127,0.066,0.3
2009,9,36,Взвешенные вещества,78,0.201,0.074,0.4
2009,10,36,Взвешенные вещества,81,0.099,0.054,0.2
2009,11,36,Взвешенные вещества,72,0.074,0.050,0.2
2009,12,36,Взвешенные вещества,79,0.073,0.048,0.2
2009,1,-1,Взвешенные вещества,312,0.047,-1,0.4
2009,2,-1,Взвешенные вещества,343,0.048,-1,0.3
2009,3,-1,Взвешенные вещества,375,0.081,-1,0.2
2009,4,-1,Взвешенные вещества,383,0.152,-1,0.5
2009,5,-1,Взвешенные вещества,354,0.119,-1,0.5
2009,6,-1,Взвешенные вещества,375,0.098,-1,0.3
2009,7,-1,Взвешенные вещества,403,0.074,-1,0.3
2009,8,-1,Взвешенные вещества,389,0.12,-1,0.4
2009,9,-1,Взвешенные вещества,378,0.123,-1,0.4
2009,10,-1,Взвешенные вещества,405,0.064,-1,0.2
2009,11,-1,Взвешенные вещества,360,0.055,-1,0.2
2009,12,-1,Взвешенные вещества,395,0.051,-1,0.2
2009,1,3,Диоксид серы,63,0.002,0.002,0.008
2009,2,3,Диоксид серы,69,0.002,0.002,0.016
2009,3,3,Диоксид серы,75,0.002,0.001,0.005
2009,4,3,Диоксид серы,78,0.002,0.001,0.004
2009,5,3,Диоксид серы,72,0.001,0.001,0.003
2009,6,3,Диоксид серы,75,0.001,0.001,0.006
2009,7,3,Диоксид серы,81,0.001,0.001,0.002
2009,8,3,Диоксид серы,78,0.001,0.001,0.003
2009,9,3,Диоксид серы,78,0,0.001,0.004
2009,10,3,Диоксид серы,81,0.001,0.001,0.002
2009,11,3,Диоксид серы,72,0.001,0.001,0.004
2009,12,3,Диоксид серы,79,0.001,0.001,0.002
2009,1,15,Диоксид серы,63,0.001,0.002,0.009
2009,2,15,Диоксид серы,69,0,0.001,0.002
2009,3,15,Диоксид серы,75,0.001,0.001,0.005
2009,4,15,Диоксид серы,78,0.001,0.001,0.005
2009,5,15,Диоксид серы,71,0.001,0.001,0.005
2009,6,15,Диоксид серы,75,0.001,0.001,0.002
2009,7,15,Диоксид серы,81,0.001,0.001,0.003
2009,8,15,Диоксид серы,77,0.001,0.001,0.005
2009,9,15,Диоксид серы,78,0,0.001,0.003
2009,10,15,Диоксид серы,81,0.001,0.001,0.003
2009,11,15,Диоксид серы,72,0.001,0.001,0.002
2009,12,15,Диоксид серы,79,0.001,0.001,0.005
2009,1,17,Диоксид серы,60,0.001,0.001,0.004
2009,2,17,Диоксид серы,69,0.001,0.001,0.004
2009,3,17,Диоксид серы,75,0.001,0.001,0.004
2009,4,17,Диоксид серы,76,0.001,0.001,0.007
2009,5,17,Диоксид серы,69,0.001,0.001,0.004
2009,6,17,Диоксид серы,75,0.001,0.001,0.003
2009,7,17,Диоксид серы,81,0.001,0.001,0.003
2009,8,17,Диоксид серы,78,0.001,0.001,0.004
2009,9,17,Диоксид серы,66,0.001,0.001,0.002
2009,10,17,Диоксид серы,80,0.001,0.001,0.004
2009,11,17,Диоксид серы,71,0.001,0.001,0.004
2009,12,17,Диоксид серы,79,0.001,0.001,0.004
2009,1,18,Диоксид серы,63,0.001,0.001,0.005
2009,2,18,Диоксид серы,69,0.001,0.001,0.007
2009,3,18,Диоксид серы,75,0.002,0.001,0.005
2009,4,18,Диоксид серы,78,0.001,0.001,0.007
2009,5,18,Диоксид серы,70,0.001,0.001,0.006
2009,6,18,Диоксид серы,75,0.001,0.001,0.004
2009,7,18,Диоксид серы,81,0.001,0.001,0.003
2009,8,18,Диоксид серы,78,0.001,0.001,0.004
2009,9,18,Диоксид серы,78,0.002,0.001,0.006
2009,10,18,Диоксид серы,81,0.001,0.001,0.007
2009,11,18,Диоксид серы,72,0.001,0.001,0.007
2009,12,18,Диоксид серы,79,0.001,0.001,0.004
2009,1,36,Диоксид серы,63,0.001,0.001,0.005
2009,2,36,Диоксид серы,69,0.001,0.001,0.004
2009,3,36,Диоксид серы,75,0.002,0.001,0.005
2009,4,36,Диоксид серы,78,0.001,0.001,0.004
2009,5,36,Диоксид серы,72,0.001,0.001,0.006
2009,6,36,Диоксид серы,75,0.001,0.001,0.004
2009,7,36,Диоксид серы,81,0.001,0.001,0.002
2009,8,36,Диоксид серы,78,0.001,0.001,0.004
2009,9,36,Диоксид серы,78,0.001,0.001,0.003
2009,10,36,Диоксид серы,81,0.001,0.001,0.003
2009,11,36,Диоксид серы,71,0.001,0.001,0.004
2009,12,36,Диоксид серы,78,0.001,0.001,0.005
2009,1,-1,Диоксид серы,312,0.001,-1,0.009
2009,2,-1,Диоксид серы,345,0.001,-1,0.016
2009,3,-1,Диоксид серы,375,0.002,-1,0.005
2009,4,-1,Диоксид серы,388,0.001,-1,0.007
2009,5,-1,Диоксид серы,354,0.001,-1,0.006
2009,6,-1,Диоксид серы,375,0.001,-1,0.006
2009,7,-1,Диоксид серы,405,0.001,-1,0.003
2009,8,-1,Диоксид серы,389,0.001,-1,0.005
2009,9,-1,Диоксид серы,378,0.001,-1,0.006
2009,10,-1,Диоксид серы,404,0.001,-1,0.007
2009,11,-1,Диоксид серы,358,0.001,-1,0.004
2009,12,-1,Диоксид серы,394,0.001,-1,0.005
2009,1,3,Оксид углерода,63,1.7,0.5,2
2009,2,3,Оксид углерода,69,1.7,0.6,4
2009,3,3,Оксид углерода,75,1.4,0.6,4
2009,4,3,Оксид углерода,78,1.5,0.7,4
2009,5,3,Оксид углерода,72,1.7,0.6,3
2009,6,3,Оксид углерода,75,1.8,0.5,3
2009,7,3,Оксид углерода,81,2.1,0.4,4
2009,8,3,Оксид углерода,78,1.8,0.6,4
2009,9,3,Оксид углерода,78,1.4,0.6,3
2009,10,3,Оксид углерода,81,1.4,0.6,3
2009,11,3,Оксид углерода,70,1.6,0.5,2
2009,12,3,Оксид углерода,-1,-1,-1,-1
2009,1,15,Оксид углерода,63,1.4,0.5,2
2009,2,15,Оксид углерода,69,1.3,0.4,2
2009,3,15,Оксид углерода,75,1.1,0.4,2
2009,4,15,Оксид углерода,78,1.2,0.4,2
2009,5,15,Оксид углерода,71,1.3,0.5,2
2009,6,15,Оксид углерода,75,1.2,0.4,2
2009,7,15,Оксид углерода,81,1.5,0.5,2
2009,8,15,Оксид углерода,77,1.5,0.5,2
2009,9,15,Оксид углерода,78,1.6,0.5,3
2009,10,15,Оксид углерода,81,1.4,0.5,2
2009,11,15,Оксид углерода,72,1.3,0.4,2
2009,12,15,Оксид углерода,79,1.3,0.5,2
2009,1,17,Оксид углерода,60,1.5,0.5,3
2009,2,17,Оксид углерода,69,1.4,0.5,3
2009,3,17,Оксид углерода,75,1.3,0.5,2
2009,4,17,Оксид углерода,76,1.3,0.5,3
2009,5,17,Оксид углерода,69,1.4,0.5,3
2009,6,17,Оксид углерода,75,2.2,0.7,4
2009,7,17,Оксид углерода,54,1.8,0.8,3
2009,8,17,Оксид углерода,62,1.2,0.4,2
2009,9,17,Оксид углерода,59,1.1,0.3,3
2009,10,17,Оксид углерода,81,1.1,0.4,3
2009,11,17,Оксид углерода,72,0.9,0.5,2
2009,12,17,Оксид углерода,79,0.8,0.4,2
2009,1,18,Оксид углерода,63,0.7,0.5,1
2009,2,18,Оксид углерода,69,0.7,0.6,2
2009,3,18,Оксид углерода,75,1,0.7,2
2009,4,18,Оксид углерода,78,1,0.2,2
2009,5,18,Оксид углерода,70,1,0.0,2
2009,6,18,Оксид углерода,75,1.1,0.3,1
2009,7,18,Оксид углерода,81,1.1,0.3,2
2009,8,18,Оксид углерода,88,1.1,0.3,2
2009,9,18,Оксид углерода,78,1.2,0.4,2
2009,10,18,Оксид углерода,81,1.2,0.4,2
2009,11,18,Оксид углерода,72,1,0.2,2
2009,12,18,Оксид углерода,79,1,0.0,1
2009,1,36,Оксид углерода,-1,-1,-1,-1
2009,2,36,Оксид углерода,29,1.2,0.4,2
2009,3,36,Оксид углерода,75,1.3,0.6,4
2009,4,36,Оксид углерода,78,1.3,0.5,2
2009,5,36,Оксид углерода,72,1.2,0.4,2
2009,6,36,Оксид углерода,75,1.1,0.3,2
2009,7,36,Оксид углерода,81,1.1,0.3,2
2009,8,36,Оксид углерода,78,1.1,0.3,2
2009,9,36,Оксид углерода,78,1.3,0.6,5
2009,10,36,Оксид углерода,81,1.4,0.5,2
2009,11,36,Оксид углерода,72,1.1,0.3,2
2009,12,36,Оксид углерода,79,1.5,0.5,2
2009,1,-1,Оксид углерода,249,1.3,-1,3
2009,2,-1,Оксид углерода,305,1.3,-1,4
2009,3,-1,Оксид углерода,375,1.2,-1,4
2009,4,-1,Оксид углерода,388,1.3,-1,4
2009,5,-1,Оксид углерода,354,1.3,-1,3
2009,6,-1,Оксид углерода,375,1.5,-1,4
2009,7,-1,Оксид углерода,378,1.5,-1,4
2009,8,-1,Оксид углерода,373,1.5,-1,4
2009,9,-1,Оксид углерода,371,1.3,-1,5
2009,10,-1,Оксид углерода,405,1.3,-1,3
2009,11,-1,Оксид углерода,358,1.2,-1,2
2009,12,-1,Оксид углерода,316,1.2,-1,2
