Год,Месяц,Пост,Вещество,Количество,Qsr,Sigma,Qmax
2002,1,3,Взвешенные вещества,72,0.057,0,0.2
2002,2,3,Взвешенные вещества,68,0.066,0,0.3
2002,3,3,Взвешенные вещества,75,0.128,1,0.7
2002,4,3,Взвешенные вещества,78,0.151,0,0.5
2002,5,3,Взвешенные вещества,72,0.094,0,0.3
2002,6,3,Взвешенные вещества,72,0.096,0,0.3
2002,7,3,Взвешенные вещества,81,0.174,0,0.4
2002,8,3,Взвешенные вещества,81,0.109,0,0.5
2002,9,3,Взвешенные вещества,75,0.109,0,0.5
2002,10,3,Взвешенные вещества,81,0.067,0,0.3
2002,11,3,Взвешенные вещества,75,0.067,0,0.2
2002,12,3,Взвешенные вещества,67,0.075,0,0.2
2002,-1,3,Взвешенные вещества,897,0.101,0.1,0.7
2002,1,15,Взвешенные вещества,72,0.056,0,0.2
2002,2,15,Взвешенные вещества,67,0.066,0,0.3
2002,3,15,Взвешенные вещества,75,0.117,0,0.5
2002,4,15,Взвешенные вещества,78,0.105,0,0.5
2002,5,15,Взвешенные вещества,72,0.072,0,0.3
2002,6,15,Взвешенные вещества,72,0.088,0,0.2
2002,7,15,Взвешенные вещества,81,0.136,0,0.3
2002,8,15,Взвешенные вещества,81,0.07,0,0.2
2002,9,15,Взвешенные вещества,75,0.063,0,0.3
2002,10,15,Взвешенные вещества,81,0.052,0,0.2
2002,11,15,Взвешенные вещества,75,0.053,0,0.2
2002,12,15,Взвешенные вещества,73,0.055,0,0.2
2002,-1,15,Взвешенные вещества,902,0.078,0,0.5
2002,1,17,Взвешенные вещества,-1,-1,-1,-1
2002,2,17,Взвешенные вещества,-1,-1,-1,-1
2002,3,17,Взвешенные вещества,57,0.146,0,0.4
2002,4,17,Взвешенные вещества,78,0.121,0,0.4
2002,5,17,Взвешенные вещества,48,0.071,0,0.2
2002,6,17,Взвешенные вещества,72,0.088,0,0.2
2002,7,17,Взвешенные вещества,55,0.146,0,0.3
2002,8,17,Взвешенные вещества,68,0.094,0,0.4
2002,9,17,Взвешенные вещества,75,0.088,0,0.4
2002,10,17,Взвешенные вещества,81,0.061,0,0.2
2002,11,17,Взвешенные вещества,75,0.052,0,0.2
2002,12,17,Взвешенные вещества,73,0.067,0,0.3
2002,-1,17,Взвешенные вещества,682,0.091,0,0.4
2002,1,18,Взвешенные вещества,72,0.069,0,0.3
2002,2,18,Взвешенные вещества,65,0.074,0,0.3
2002,3,18,Взвешенные вещества,75,0.151,1,0.6
2002,4,18,Взвешенные вещества,78,0.164,1,0.6
2002,5,18,Взвешенные вещества,71,0.087,0,0.4
2002,6,18,Взвешенные вещества,72,0.126,0,0.5
2002,7,18,Взвешенные вещества,81,0.186,0,0.5
2002,8,18,Взвешенные вещества,81,0.127,0,0.3
2002,9,18,Взвешенные вещества,75,0.125,0,0.5
2002,10,18,Взвешенные вещества,80,0.083,0,0.3
2002,11,18,Взвешенные вещества,75,0.068,0,0.2
2002,12,18,Взвешенные вещества,73,0.09,0,0.3
2002,-1,18,Взвешенные вещества,898,0.114,0.2,0.6
2002,1,36,Взвешенные вещества,48,0.069,0,0.2
2002,2,36,Взвешенные вещества,44,0.074,0,0.3
2002,3,36,Взвешенные вещества,50,0.15,2,0.6
2002,4,36,Взвешенные вещества,52,0.171,2,1.2
2002,5,36,Взвешенные вещества,48,0.094,0,0.5
2002,6,36,Взвешенные вещества,48,0.129,0,0.5
2002,7,36,Взвешенные вещества,54,0.169,0,0.4
2002,8,36,Взвешенные вещества,53,0.113,0,0.3
2002,9,36,Взвешенные вещества,50,0.128,2,0.6
2002,10,36,Взвешенные вещества,54,0.072,0,0.2
2002,11,36,Взвешенные вещества,49,0.069,0,0.2
2002,12,36,Взвешенные вещества,49,0.078,0,0.2
2002,-1,36,Взвешенные вещества,599,0.112,0.5,1.2
2002,1,-1,Взвешенные вещества,264,0.062,0,0.3
2002,2,-1,Взвешенные вещества,244,0.073,0,0.5
2002,3,-1,Взвешенные вещества,332,0.137,1,0.7
2002,4,-1,Взвешенные вещества,364,0.14,0.5,1.2
2002,5,-1,Взвешенные вещества,311,0.084,0,0.5
2002,6,-1,Взвешенные вещества,336,0.104,0,0.5
2002,7,-1,Взвешенные вещества,352,0.163,0,0.5
2002,8,-1,Взвешенные вещества,364,0.102,0,0.4
2002,9,-1,Взвешенные вещества,350,0.101,0.3,0.6
2002,10,-1,Взвешенные вещества,377,0.066,0,0.3
2002,11,-1,Взвешенные вещества,349,0.061,0,0.2
2002,12,-1,Взвешенные вещества,335,0.073,0,0.3
2002,-1,-1,Взвешенные вещества,3978,0.099,0.2,1.2
2002,1,3,Диоксид серы,72,0.002,0,0.004
2002,2,3,Диоксид серы,68,0.002,0,0.005
2002,3,3,Диоксид серы,75,0.002,0,0.005
2002,4,3,Диоксид серы,78,0.002,0,0.006
2002,5,3,Диоксид серы,72,0.002,0,0.005
2002,6,3,Диоксид серы,72,0.002,0,0.006
2002,7,3,Диоксид серы,81,0.002,0,0.005
2002,8,3,Диоксид серы,81,0.002,0,0.007
2002,9,3,Диоксид серы,75,0.002,0,0.005
2002,10,3,Диоксид серы,81,0.002,0,0.005
2002,11,3,Диоксид серы,75,0.001,0,0.005
2002,12,3,Диоксид серы,67,0.002,0,0.004
2002,-1,3,Диоксид серы,897,0.002,0,0.007
2002,1,15,Диоксид серы,72,0.002,0,0.005
2002,2,15,Диоксид серы,67,0.001,0,0.005
2002,3,15,Диоксид серы,75,0.002,0,0.006
2002,4,15,Диоксид серы,78,0.002,0,0.006
2002,5,15,Диоксид серы,72,0.002,0,0.006
2002,6,15,Диоксид серы,72,0.002,0,0.006
2002,7,15,Диоксид серы,81,0.002,0,0.008
2002,8,15,Диоксид серы,81,0.002,0,0.008
2002,9,15,Диоксид серы,75,0.001,0,0.005
2002,10,15,Диоксид серы,81,0.001,0,0.003
2002,11,15,Диоксид серы,75,0.001,0,0.003
2002,12,15,Диоксид серы,73,0.001,0,0.005
2002,-1,15,Диоксид серы,902,0.002,0,0.008
2002,1,17,Диоксид серы,-1,-1,-1,-1
2002,2,17,Диоксид серы,-1,-1,-1,-1
2002,3,17,Диоксид серы,57,0.002,0,0.006
2002,4,17,Диоксид серы,78,0.002,0,0.006
2002,5,17,Диоксид серы,48,0.002,0,0.005
2002,6,17,Диоксид серы,58,0.002,0,0.006
2002,7,17,Диоксид серы,55,0.004,0,0.006
2002,8,17,Диоксид серы,71,0.003,0,0.008
2002,9,17,Диоксид серы,75,0.002,0,0.005
2002,10,17,Диоксид серы,81,0.002,0,0.006
2002,11,17,Диоксид серы,75,0.002,0,0.005
2002,12,17,Диоксид серы,73,0.002,0,0.005
2002,-1,17,Диоксид серы,671,0.002,0,0.008
2002,1,18,Диоксид серы,72,0.002,0,0.005
2002,2,18,Диоксид серы,65,0.002,0,0.008
2002,3,18,Диоксид серы,75,0.002,0,0.005
2002,4,18,Диоксид серы,78,0.002,0,0.005
2002,5,18,Диоксид серы,71,0.003,0,0.008
2002,6,18,Диоксид серы,72,0.002,0,0.008
2002,7,18,Диоксид серы,81,0.004,0,0.008
2002,8,18,Диоксид серы,81,0.003,0,0.008
2002,9,18,Диоксид серы,75,0.003,0,0.006
2002,10,18,Диоксид серы,80,0.002,0,0.005
2002,11,18,Диоксид серы,75,0.002,0,0.005
2002,12,18,Диоксид серы,73,0.002,0,0.005
2002,-1,18,Диоксид серы,898,0.002,0,0.008
2002,1,36,Диоксид серы,72,0.002,0,0.005
2002,2,36,Диоксид серы,66,0.002,0,0.005
2002,3,36,Диоксид серы,74,0.002,0,0.005
2002,4,36,Диоксид серы,78,0.002,0,0.006
2002,5,36,Диоксид серы,72,0.002,0,0.005
2002,6,36,Диоксид серы,72,0.002,0,0.005
2002,7,36,Диоксид серы,81,0.003,0,0.008
2002,8,36,Диоксид серы,80,0.004,0,0.008
2002,9,36,Диоксид серы,75,0.003,0,0.008
2002,10,36,Диоксид серы,81,0.002,0,0.004
2002,11,36,Диоксид серы,74,0.002,0,0.005
2002,12,36,Диоксид серы,73,0.002,0,0.006
2002,-1,36,Диоксид серы,898,0.002,0,0.008
2002,1,-1,Диоксид серы,288,0.002,0,0.005
2002,2,-1,Диоксид серы,266,0.002,0,0.008
2002,3,-1,Диоксид серы,356,0.002,0,0.006
2002,4,-1,Диоксид серы,390,0.002,0,0.006
2002,5,-1,Диоксид серы,335,0.002,0,0.008
2002,6,-1,Диоксид серы,346,0.002,0,0.008
2002,7,-1,Диоксид серы,379,0.003,0,0.008
2002,8,-1,Диоксид серы,394,0.003,0,0.008
2002,9,-1,Диоксид серы,375,0.002,0,0.008
2002,10,-1,Диоксид серы,404,0.002,0,0.006
2002,11,-1,Диоксид серы,374,0.002,0,0.005
2002,12,-1,Диоксид серы,359,0.002,0,0.006
2002,-1,-1,Диоксид серы,4266,0.002,0,0.008
2002,1,-1,Растворимые сульфаты,48,0.005,-1,0.02
2002,2,-1,Растворимые сульфаты,44,0.004,-1,0.02
2002,3,-1,Растворимые сульфаты,50,0.005,-1,0.02
2002,4,-1,Растворимые сульфаты,52,0.004,-1,0.02
2002,5,-1,Растворимые сульфаты,48,0.007,-1,0.02
2002,6,-1,Растворимые сульфаты,48,0.004,-1,0.02
2002,7,-1,Растворимые сульфаты,54,0.006,-1,0.02
2002,8,-1,Растворимые сульфаты,53,0.005,-1,0.02
2002,9,-1,Растворимые сульфаты,50,0.003,-1,0.02
2002,10,-1,Растворимые сульфаты,54,0.003,-1,0.02
2002,11,-1,Растворимые сульфаты,49,0.001,-1,0.01
2002,12,-1,Растворимые сульфаты,49,0.001,-1,0.01
2002,-1,-1,Растворимые сульфаты,599,0.004,-1,0.02
2002,1,3,Оксид углерода,72,0.4,0,1
2002,2,3,Оксид углерода,61,0.7,0,3
2002,3,3,Оксид углерода,74,1.2,4,8
2002,4,3,Оксид углерода,46,1.7,7,6
2002,5,3,Оксид углерода,-1,-1,-1,-1
2002,6,3,Оксид углерода,41,0.1,0,1
2002,7,3,Оксид углерода,81,0.4,0,1
2002,8,3,Оксид углерода,76,0.9,0,2
2002,9,3,Оксид углерода,75,0.8,0,3
2002,10,3,Оксид углерода,81,0.8,0,3
2002,11,3,Оксид углерода,75,0.9,0,2
2002,12,3,Оксид углерода,67,0.7,0,2
2002,-1,3,Оксид углерода,749,0.8,1,8
2002,1,15,Оксид углерода,72,0.6,0,1
2002,2,15,Оксид углерода,67,0.9,0,2
2002,3,15,Оксид углерода,75,0.9,0,2
2002,4,15,Оксид углерода,78,0.9,0,2
2002,5,15,Оксид углерода,72,0.9,0,2
2002,6,15,Оксид углерода,72,0.9,0,2
2002,7,15,Оксид углерода,81,1.1,0,2
2002,8,15,Оксид углерода,81,0.9,0,2
2002,9,15,Оксид углерода,75,0.7,0,1
2002,10,15,Оксид углерода,81,0.7,0,1
2002,11,15,Оксид углерода,75,0.5,0,2
2002,12,15,Оксид углерода,73,0.6,0,1
2002,-1,15,Оксид углерода,902,0.8,0,2
2002,1,17,Оксид углерода,-1,-1,-1,-1
2002,2,17,Оксид углерода,-1,-1,-1,-1
2002,3,17,Оксид углерода,47,1.2,0,2
2002,4,17,Оксид углерода,78,1,0,1
2002,5,17,Оксид углерода,46,1.4,0,2
2002,6,17,Оксид углерода,41,2.9,12,9
2002,7,17,Оксид углерода,55,2.3,0,4
2002,8,17,Оксид углерода,39,2.2,5,6
2002,9,17,Оксид углерода,29,2.6,0,5
2002,10,17,Оксид углерода,-1,-1,-1,-1
2002,11,17,Оксид углерода,41,1.4,0,5
2002,12,17,Оксид углерода,72,1.2,1,6
2002,-1,17,Оксид углерода,448,1.7,2,9
2002,1,18,Оксид углерода,72,1.1,0,2
2002,2,18,Оксид углерода,65,1,0,2
2002,3,18,Оксид углерода,75,1.3,0,3
2002,4,18,Оксид углерода,78,1.5,0,5
2002,5,18,Оксид углерода,71,1,0,2
2002,6,18,Оксид углерода,56,1.2,0,3
2002,7,18,Оксид углерода,81,1,0,2
2002,8,18,Оксид углерода,81,1.1,0,2
2002,9,18,Оксид углерода,75,1.1,0,3
2002,10,18,Оксид углерода,80,1,0,2
2002,11,18,Оксид углерода,75,0.9,0,2
2002,12,18,Оксид углерода,73,0.8,0,2
2002,-1,18,Оксид углерода,882,1.1,0,5
2002,1,36,Оксид углерода,72,0.04,0,1
2002,2,36,Оксид углерода,66,0.1,0,3
2002,3,36,Оксид углерода,74,3.3,0,4
2002,4,36,Оксид углерода,78,0.7,0,4
2002,5,36,Оксид углерода,72,0.7,0,1
2002,6,36,Оксид углерода,72,0.9,0,2
2002,7,36,Оксид углерода,81,1.2,0,2
2002,8,36,Оксид углерода,80,1.2,0,2
2002,9,36,Оксид углерода,75,1.5,0,2
2002,10,36,Оксид углерода,81,0.8,0,2
2002,11,36,Оксид углерода,74,0.6,0,1
2002,12,36,Оксид углерода,73,0.6,0,1
2002,-1,36,Оксид углерода,898,1,0,4
2002,1,-1,Оксид углерода,288,0.5,0,2
2002,2,-1,Оксид углерода,259,0.7,0,3
2002,3,-1,Оксид углерода,345,1.6,1,8
2002,4,-1,Оксид углерода,358,1.1,1,6
2002,5,-1,Оксид углерода,261,1,0,2
2002,6,-1,Оксид углерода,282,1.1,2,9
2002,7,-1,Оксид углерода,379,1.1,0,4
2002,8,-1,Оксид углерода,357,1.1,1,6
2002,9,-1,Оксид углерода,329,1.2,0,5
2002,10,-1,Оксид углерода,323,0.8,0,3
2002,11,-1,Оксид углерода,340,0.8,0,5
2002,12,-1,Оксид углерода,358,0.8,0.3,6
2002,-1,-1,Оксид углерода,3879,1,0.4,9
2002,1,3,Диоксид азота,72,0.026,3,0.13
2002,2,3,Диоксид азота,68,0.023,3,0.12
2002,3,3,Диоксид азота,75,0.023,1,0.1
2002,4,3,Диоксид азота,78,0.02,0,0.05
2002,5,3,Диоксид азота,72,0.028,6,0.15
2002,6,3,Диоксид азота,72,0.016,0,0.04
2002,7,3,Диоксид азота,81,0.029,3,0.11
2002,8,3,Диоксид азота,81,0.038,11,0.15
2002,9,3,Диоксид азота,75,0.031,7,0.1
2002,10,3,Диоксид азота,81,0.017,0,0.05
2002,11,3,Диоксид азота,75,0.017,0,0.05
2002,12,3,Диоксид азота,67,0.025,0,0.07
2002,-1,3,Диоксид азота,897,0.025,3,0.15
2002,1,15,Диоксид азота,72,0.044,10,0.14
2002,2,15,Диоксид азота,67,0.035,8,0.3
2002,3,15,Диоксид азота,75,0.033,4,0.12
2002,4,15,Диоксид азота,78,0.033,4,0.12
2002,5,15,Диоксид азота,72,0.028,1,0.1
2002,6,15,Диоксид азота,72,0.02,0,0.07
2002,7,15,Диоксид азота,81,0.025,0,0.07
2002,8,15,Диоксид азота,81,0.18,3,0.13
2002,9,15,Диоксид азота,75,0.011,3,0.13
2002,10,15,Диоксид азота,81,0.008,0,0.03
2002,11,15,Диоксид азота,75,0.005,0,0.03
2002,12,15,Диоксид азота,73,0.006,0,0.04
2002,-1,15,Диоксид азота,902,0.022,3,0.3
2002,1,17,Диоксид азота,-1,-1,-1,-1
2002,2,17,Диоксид азота,-1,-1,-1,-1
2002,3,17,Диоксид азота,57,0.052,9,0.12
2002,4,17,Диоксид азота,78,0.041,4,0.11
2002,5,17,Диоксид азота,48,0.044,10,0.1
2002,6,17,Диоксид азота,58,0.059,16,0.25
2002,7,17,Диоксид азота,55,0.053,9,0.12
2002,8,17,Диоксид азота,71,0.028,1,0.11
2002,9,17,Диоксид азота,75,0.023,0,0.06
2002,10,17,Диоксид азота,81,0.022,0,0.07
2002,11,17,Диоксид азота,75,0.023,0,0.06
2002,12,17,Диоксид азота,73,0.029,1,0.12
2002,-1,17,Диоксид азота,671,0.036,4,0.25
2002,1,18,Диоксид азота,72,0.078,35,0.21
2002,2,18,Диоксид азота,65,0.055,15,0.27
2002,3,18,Диоксид азота,75,0.045,3,0.11
2002,4,18,Диоксид азота,78,0.05,10,0.12
2002,5,18,Диоксид азота,71,0.066,21,0.25
2002,6,18,Диоксид азота,72,0.075,35,0.24
2002,7,18,Диоксид азота,81,0.089,37,0.3
2002,8,18,Диоксид азота,81,0.064,24,0.19
2002,9,18,Диоксид азота,75,0.076,29,0.25
2002,10,18,Диоксид азота,80,0.045,9,0.14
2002,11,18,Диоксид азота,75,0.046,8,0.12
2002,12,18,Диоксид азота,73,0.069,25,0.29
2002,-1,18,Диоксид азота,898,0,063,21
2002,1,36,Диоксид азота,72,0.061,24,0.18
2002,2,36,Диоксид азота,66,0.064,27,0.37
2002,3,36,Диоксид азота,74,0.046,8,0.12
2002,4,36,Диоксид азота,78,0.054,13,0.25
2002,5,36,Диоксид азота,72,0.052,14,0.25
2002,6,36,Диоксид азота,72,0.054,15,0.25
2002,7,36,Диоксид азота,81,0.073,25,0.25
2002,8,36,Диоксид азота,80,0.057,21,0.17
2002,9,36,Диоксид азота,75,0.058,19,0.2
2002,10,36,Диоксид азота,81,0.044,7,0.11
2002,11,36,Диоксид азота,74,0.049,8,0.17
2002,12,36,Диоксид азота,73,0.058,15,0.19
2002,-1,36,Диоксид азота,898,0.056,16,0.37
2002,1,-1,Диоксид азота,288,0.052,18,0.21
2002,2,-1,Диоксид азота,266,0.044,13,0.37
2002,3,-1,Диоксид азота,356,0.039,5,0.18
2002,4,-1,Диоксид азота,390,0.04,6,0.25
2002,5,-1,Диоксид азота,335,0.044,10,0.25
2002,6,-1,Диоксид азота,346,0.044,13,0.25
2002,7,-1,Диоксид азота,379,0.054,15,0.3
2002,8,-1,Диоксид азота,394,0.041,12,0.19
2002,9,-1,Диоксид азота,375,0.04,12,0.25
2002,10,-1,Диоксид азота,404,0.027,3,0.14
2002,11,-1,Диоксид азота,374,0.028,3,0.17
2002,12,-1,Диоксид азота,359,0.038,8,0.29
2002,-1,-1,Диоксид азота,4266,0.04,10,0.37
2002,1,-1,Оксид азота,-1,-1,-1,-1
2002,2,-1,Оксид азота,-1,-1,-1,-1
2002,3,-1,Оксид азота,57,0.018,0,0.04
2002,4,-1,Оксид азота,78,0.019,0,0.04
2002,5,-1,Оксид азота,48,0.024,0,0
2002,6,-1,Оксид азота,58,0.03,0,0.1
2002,7,-1,Оксид азота,55,0.031,0,0.08
2002,8,-1,Оксид азота,71,0.017,0,0.04
2002,9,-1,Оксид азота,75,0.014,0,0.08
2002,10,-1,Оксид азота,81,0.013,0,0.03
2002,11,-1,Оксид азота,75,0.015,0,0.03
2002,12,-1,Оксид азота,73,0.017,0,0.04
2002,-1,-1,Оксид азота,671,0.019,0,0.1
2002,1,3,Аммиак,72,0.009,0,0.04
2002,2,3,Аммиак,68,0.008,0,0.03
2002,3,3,Аммиак,75,0.014,0,0.04
2002,4,3,Аммиак,78,0.009,0,0.04
2002,5,3,Аммиак,72,0.007,0,0.03
2002,6,3,Аммиак,72,0.017,0,0.07
2002,7,3,Аммиак,81,0.02,0,0.07
2002,8,3,Аммиак,81,0.015,0,0.04
2002,9,3,Аммиак,75,0.013,0,0.09
2002,10,3,Аммиак,81,0.007,0,0.04
2002,11,3,Аммиак,75,0.008,0,0.05
2002,12,3,Аммиак,67,0.005,0,0.03
2002,-1,3,Аммиак,897,0.011,0,0.09
2002,1,15,Аммиак,72,0.01,0,0.04
2002,2,15,Аммиак,67,0.01,0,0.04
2002,3,15,Аммиак,74,0.012,0,0.04
2002,4,15,Аммиак,77,0.011,0,0.04
2002,5,15,Аммиак,72,0.008,0,0.03
2002,6,15,Аммиак,72,0.02,0,0.07
2002,7,15,Аммиак,81,0.018,0,0.1
2002,8,15,Аммиак,81,0.015,0,0.05
2002,9,15,Аммиак,75,0.012,0,0.05
2002,10,15,Аммиак,81,0.012,0,0.09
2002,11,15,Аммиак,75,0.007,0,0.04
2002,12,15,Аммиак,73,0.012,0,0.04
2002,-1,15,Аммиак,900,0,012,0
2002,1,-1,Аммиак,144,0.009,0,0.04
2002,2,-1,Аммиак,135,0.009,0,0.04
2002,3,-1,Аммиак,149,0.013,0,0.04
2002,4,-1,Аммиак,155,0.01,0,0.04
2002,5,-1,Аммиак,144,0.008,0,0.03
2002,6,-1,Аммиак,144,0.018,0,0.07
2002,7,-1,Аммиак,162,0.019,0,0.1
2002,8,-1,Аммиак,162,0.015,0,0.05
2002,9,-1,Аммиак,150,0.013,0,0.09
2002,10,-1,Аммиак,162,0.009,0,0.09
2002,11,-1,Аммиак,150,0.007,0,0.05
2002,12,-1,Аммиак,140,0.008,0,0.04
2002,-1,-1,Аммиак,1797,0.012,0,0.1
2002,1,3,Формальдегид,72,0.013,0,0.032
2002,2,3,Формальдегид,67,0.016,3,0.044
2002,3,3,Формальдегид,75,0.015,0,0.034
2002,4,3,Формальдегид,78,0.01,0,0.034
2002,5,3,Формальдегид,72,0.009,0,0.026
2002,6,3,Формальдегид,72,0.011,1,0.039
2002,7,3,Формальдегид,81,0.012,1,0.039
2002,8,3,Формальдегид,81,0.014,3,0.038
2002,9,3,Формальдегид,75,0.011,3,0.042
2002,10,3,Формальдегид,81,0.008,0,0.026
2002,11,3,Формальдегид,75,0.008,0,0.024
2002,12,3,Формальдегид,67,0.01,0,0.019
2002,-1,3,Формальдегид,896,0.011,1,0.044
2002,1,17,Формальдегид,-1,-1,-1,-1
2002,2,17,Формальдегид,-1,-1,-1,-1
2002,3,17,Формальдегид,57,0.019,9,0.052
2002,4,17,Формальдегид,77,0.014,0,0.032
2002,5,17,Формальдегид,48,0.02,8,0.055
2002,6,17,Формальдегид,58,0.011,0,0.032
2002,7,17,Формальдегид,55,0.014,2,0.038
2002,8,17,Формальдегид,71,0.016,0,0.035
2002,9,17,Формальдегид,75,0.013,1,0.039
2002,10,17,Формальдегид,81,0.01,0,0.026
2002,11,17,Формальдегид,75,0.012,0,0.03
2002,12,17,Формальдегид,73,0.011,0,0.026
2002,-1,17,Формальдегид,670,0.014,2,0.055
2002,1,18,Формальдегид,72,0.016,4,0.04
2002,2,18,Формальдегид,65,0.022,12,0.056
2002,3,18,Формальдегид,75,0.02,7,0.044
2002,4,18,Формальдегид,78,0.014,0,0.032
2002,5,18,Формальдегид,71,0.017,3,0.044
2002,6,18,Формальдегид,72,0.017,6,0.039
2002,7,18,Формальдегид,81,0.022,22,0.058
2002,8,18,Формальдегид,81,0.024,17,0.059
2002,9,18,Формальдегид,75,0.022,12,0.047
2002,10,18,Формальдегид,80,0.013,0,0.032
2002,11,18,Формальдегид,75,0.013,0,0.032
2002,12,18,Формальдегид,73,0.014,0,0.032
2002,-1,18,Формальдегид,898,0.018,7,0.059
2002,1,36,Формальдегид,72,0.017,3,0.036
2002,2,36,Формальдегид,66,0.019,6,0.049
2002,3,36,Формальдегид,74,0.019,8,0.042
2002,4,36,Формальдегид,78,0.017,8,0.053
2002,5,36,Формальдегид,72,0.018,6,0.044
2002,6,36,Формальдегид,72,0.018,8,0.045
2002,7,36,Формальдегид,81,0.023,19,0.049
2002,8,36,Формальдегид,80,0.022,9,0.046
2002,9,36,Формальдегид,75,0.022,13,0.047
2002,10,36,Формальдегид,81,0.011,0,0.032
2002,11,36,Формальдегид,74,0.015,1,0.036
2002,12,36,Формальдегид,73,0.012,1,0.042
2002,-1,36,Формальдегид,898,0.018,7,0.053
2002,1,-1,Формальдегид,216,0.015,2,0.04
2002,2,-1,Формальдегид,198,0.019,7,0.056
2002,3,-1,Формальдегид,281,0.018,6,0.052
2002,4,-1,Формальдегид,311,0.014,2,0.053
2002,5,-1,Формальдегид,263,0.016,4,0.055
2002,6,-1,Формальдегид,274,0.014,4,0.045
2002,7,-1,Формальдегид,298,0.018,12,0.058
2002,8,-1,Формальдегид,313,0.019,7,0.059
2002,9,-1,Формальдегид,300,0.017,7,0.047
2002,10,-1,Формальдегид,323,0.011,0,0.032
2002,11,-1,Формальдегид,299,0.012,0.3,0.036
2002,12,-1,Формальдегид,286,0.012,0.3,0.042
2002,-1,-1,Формальдегид,3362,0.015,4,0.059
2002,1,3,Бензапирен,-1,2,-1,-1
2002,2,3,Бензапирен,-1,1.9,-1,-1
2002,3,3,Бензапирен,-1,1.4,-1,-1
2002,4,3,Бензапирен,-1,1.4,-1,-1
2002,5,3,Бензапирен,-1,0.6,-1,-1
2002,6,3,Бензапирен,-1,0.8,-1,-1
2002,7,3,Бензапирен,-1,0.9,-1,-1
2002,8,3,Бензапирен,-1,1.1,-1,-1
2002,9,3,Бензапирен,-1,1.5,-1,-1
2002,10,3,Бензапирен,-1,2.4,-1,-1
2002,11,3,Бензапирен,-1,3.2,-1,-1
2002,12,3,Бензапирен,-1,2.1,-1,-1
2002,-1,3,Бензапирен,-1,1.6,-1,-1
2002,1,15,Бензапирен,-1,2.5,-1,-1
2002,2,15,Бензапирен,-1,1.8,-1,-1
2002,3,15,Бензапирен,-1,3,-1,-1
2002,4,15,Бензапирен,-1,1.6,-1,-1
2002,5,15,Бензапирен,-1,0.9,-1,-1
2002,6,15,Бензапирен,-1,0.7,-1,-1
2002,7,15,Бензапирен,-1,1.4,-1,-1
2002,8,15,Бензапирен,-1,1.5,-1,-1
2002,9,15,Бензапирен,-1,1.8,-1,-1
2002,10,15,Бензапирен,-1,3.3,-1,-1
2002,11,15,Бензапирен,-1,2.1,-1,-1
2002,12,15,Бензапирен,-1,4.3,-1,-1
2002,-1,15,Бензапирен,-1,2.1,-1,-1
2002,1,-1,Бензапирен,-1,2.25,-1,-1
2002,2,-1,Бензапирен,-1,1.85,-1,-1
2002,3,-1,Бензапирен,-1,2.2,-1,-1
2002,4,-1,Бензапирен,-1,1.5,-1,-1
2002,5,-1,Бензапирен,-1,0.75,-1,-1
2002,6,-1,Бензапирен,-1,0.75,-1,-1
2002,7,-1,Бензапирен,-1,1.15,-1,-1
2002,8,-1,Бензапирен,-1,1.3,-1,-1
2002,9,-1,Бензапирен,-1,1.65,-1,-1
2002,10,-1,Бензапирен,-1,2.85,-1,-1
2002,11,-1,Бензапирен,-1,2.65,-1,-1
2002,12,-1,Бензапирен,-1,3.2,-1,-1
2002,-1,-1,Бензапирен,-1,1.8,-1,-1
2002,1,19,Взвешенные вещества,16,-1,-1,0
2002,2,19,Взвешенные вещества,12,-1,-1,0
2002,3,19,Взвешенные вещества,24,0,-1,0
2002,4,19,Взвешенные вещества,-1,-1,-1,-1
2002,5,19,Взвешенные вещества,24,0,-1,0
2002,6,19,Взвешенные вещества,24,0,-1,0
2002,7,19,Взвешенные вещества,24,0,-1,0
2002,8,19,Взвешенные вещества,24,0,-1,0
2002,9,19,Взвешенные вещества,24,0,-1,0
2002,10,19,Взвешенные вещества,24,0,-1,0
2002,11,19,Взвешенные вещества,24,0,-1,0
2002,12,19,Взвешенные вещества,22,0,-1,0
2002,-1,19,Взвешенные вещества,242,0,-1,0
2002,1,19,Диоксид серы,16,-1,-1,0.313
2002,2,19,Диоксид серы,12,-1,-1,0.076
2002,3,19,Диоксид серы,24,0.027,-1,0.053
2002,4,19,Диоксид серы,-1,-1,-1,-1
2002,5,19,Диоксид серы,24,0.061,-1,0.102
2002,6,19,Диоксид серы,24,0.065,-1,0.102
2002,7,19,Диоксид серы,24,0.072,-1,0.128
2002,8,19,Диоксид серы,24,0.056,-1,0.108
2002,9,19,Диоксид серы,24,0.059,-1,0.108
2002,10,19,Диоксид серы,24,0.058,-1,0.1
2002,11,19,Диоксид серы,24,0.041,-1,0.095
2002,12,19,Диоксид серы,22,0.041,-1,0.091
2002,-1,19,Диоксид серы,242,0.053,-1,0.313
2002,1,19,Оксид углерода,16,-1,-1,4.2
2002,2,19,Оксид углерода,12,-1,-1,4.3
2002,3,19,Оксид углерода,-1,-1,-1,-1
2002,4,19,Оксид углерода,-1,-1,-1,-1
2002,5,19,Оксид углерода,24,3.5,-1,4.6
2002,6,19,Оксид углерода,24,3.5,-1,4.3
2002,7,19,Оксид углерода,24,3.3,-1,4.5
